"","StandNumber","Station","StationID","PointCountID","YEAR","Date","Time","Round","SP","Abundance.x"
"1770",32,2,90,1666,2002,"Saturday, June 15, 2002",531,2,"MOWA",0
"1771",32,2,90,2216,2005,"Saturday, June 11, 2005",701,1,"MOWA",0
"1772",32,2,90,2416,2005,"Monday, June 27, 2005",521,2,"MOWA",0
"1773",32,2,90,2655,2008,"Thursday, June 05, 2008",758,1,"MOWA",0
"1774",32,2,90,2899,2008,"Thursday, June 19, 2008",520,2,"MOWA",0
"1775",32,2,90,3225,2011,"Saturday, June 11, 2011",620,1,"MOWA",0
"1776",32,2,90,3468,2011,"Friday, June 24, 2011",721,2,"MOWA",0
"1777",32,2,90,3986,2014,"Thursday, June 19, 2014",510,2,"MOWA",0
"1778",32,2,90,4068,2014,"Tuesday, June 10, 2014",517,1,"MOWA",0
"1779",32,2,90,4296,2017,"Sunday, June 11, 2017",605,1,"MOWA",0
"1780",32,2,90,4476,2017,"Thursday, June 22, 2017",712,2,"MOWA",0
"1781",32,3,89,705,1998,"Friday, June 26, 1998",644,2,"MOWA",0
"1782",32,3,89,706,1999,"Saturday, June 12, 1999",359,1,"MOWA",0
"1783",32,3,89,707,1999,"Friday, June 18, 1999",410,2,"MOWA",0
"1784",32,3,89,708,2000,"Wednesday, June 07, 2000",531,1,"MOWA",0
"1785",32,3,89,709,2000,"Thursday, June 15, 2000",542,2,"MOWA",0
"1786",32,3,89,710,2001,"Thursday, June 07, 2001",805,1,"MOWA",0
"1787",32,3,89,711,2001,"Friday, June 15, 2001",520,2,"MOWA",0
"1788",32,3,89,712,1998,"Tuesday, June 16, 1998",459,1,"MOWA",0
"1789",32,3,89,1483,2002,"Saturday, June 08, 2002",641,1,"MOWA",0
"1790",32,3,89,1667,2002,"Saturday, June 15, 2002",550,2,"MOWA",0
"1791",32,3,89,2215,2005,"Saturday, June 11, 2005",642,1,"MOWA",0
"1792",32,3,89,2415,2005,"Monday, June 27, 2005",505,2,"MOWA",0
"1793",32,3,89,2656,2008,"Thursday, June 05, 2008",822,1,"MOWA",0
"1794",32,3,89,2900,2008,"Tuesday, June 24, 2008",540,2,"MOWA",0
"1795",32,3,89,3224,2011,"Saturday, June 11, 2011",551,1,"MOWA",0
"1796",32,3,89,3469,2011,"Friday, June 24, 2011",812,2,"MOWA",0
"1797",32,3,89,3985,2014,"Thursday, June 19, 2014",530,2,"MOWA",0
"1798",32,3,89,4067,2014,"Tuesday, June 10, 2014",543,1,"MOWA",0
"1799",32,3,89,4292,2017,"Wednesday, June 07, 2017",537,1,"MOWA",0
"1800",32,3,89,4477,2017,"Thursday, June 22, 2017",737,2,"MOWA",0
"1801",33,1,91,721,1999,"Saturday, June 12, 1999",520,1,"MOWA",0
"1802",33,1,91,722,2001,"Friday, June 15, 2001",645,2,"MOWA",0
"1803",33,1,91,723,2001,"Thursday, June 07, 2001",509,1,"MOWA",0
"1804",33,1,91,724,2000,"Thursday, June 15, 2000",700,2,"MOWA",0
"1805",33,1,91,725,1999,"Friday, June 18, 1999",612,2,"MOWA",0
"1806",33,1,91,726,1998,"Friday, June 26, 1998",416,2,"MOWA",0
"1807",33,1,91,727,1998,"Tuesday, June 16, 1998",636,1,"MOWA",0
"1808",33,1,91,728,2000,"Wednesday, June 07, 2000",626,1,"MOWA",0
"1809",33,1,91,1484,2002,"Saturday, June 08, 2002",440,1,"MOWA",0
"1810",33,1,91,1663,2002,"Saturday, June 15, 2002",708,2,"MOWA",0
"1811",33,1,91,2417,2005,"Monday, June 27, 2005",605,2,"MOWA",0
"1812",33,1,91,2566,2005,"Saturday, June 11, 2005",849,1,"MOWA",0
"1813",33,1,91,2657,2008,"Thursday, June 05, 2008",508,1,"MOWA",0
"1814",33,1,91,2901,2008,"Thursday, June 19, 2008",651,2,"MOWA",0
"1815",33,1,91,3226,2011,"Saturday, June 11, 2011",716,1,"MOWA",0
"1816",33,1,91,3600,2011,"Friday, June 24, 2011",600,2,"MOWA",0
"1817",33,1,91,3987,2014,"Thursday, June 19, 2014",625,2,"MOWA",0
"1818",33,1,91,4069,2014,"Tuesday, June 10, 2014",802,1,"MOWA",0
"1819",33,1,91,4338,2017,"Sunday, June 11, 2017",735,1,"MOWA",0
"1820",33,1,91,4480,2017,"Thursday, June 22, 2017",447,2,"MOWA",0
"1821",33,2,92,729,2000,"Wednesday, June 07, 2000",651,1,"MOWA",0
"1822",33,2,92,730,2001,"Thursday, June 07, 2001",541,1,"MOWA",0
"1823",33,2,92,731,2001,"Friday, June 15, 2001",712,2,"MOWA",0
"1824",33,2,92,732,2000,"Thursday, June 15, 2000",720,2,"MOWA",0
"1825",33,2,92,733,1999,"Saturday, June 12, 1999",544,1,"MOWA",0
"1826",33,2,92,734,1998,"Tuesday, June 16, 1998",707,1,"MOWA",0
"1827",33,2,92,735,1998,"Friday, June 26, 1998",446,2,"MOWA",0
"1828",33,2,92,736,1999,"Friday, June 18, 1999",630,2,"MOWA",0
"1829",33,2,92,1485,2002,"Saturday, June 08, 2002",504,1,"MOWA",0
"1830",33,2,92,1664,2002,"Saturday, June 15, 2002",732,2,"MOWA",0
"1831",33,2,92,2218,2005,"Saturday, June 11, 2005",825,1,"MOWA",0
"1832",33,2,92,2418,2005,"Monday, June 27, 2005",625,2,"MOWA",0
"1833",33,2,92,2658,2008,"Thursday, June 05, 2008",537,1,"MOWA",0
"1834",33,2,92,2902,2008,"Thursday, June 19, 2008",717,2,"MOWA",0
"1835",33,2,92,3227,2011,"Saturday, June 11, 2011",742,1,"MOWA",0
"1836",33,2,92,3601,2011,"Friday, June 24, 2011",535,2,"MOWA",0
"1837",33,2,92,3988,2014,"Thursday, June 19, 2014",652,2,"MOWA",0
"1838",33,2,92,4070,2014,"Tuesday, June 10, 2014",650,1,"MOWA",0
"1839",33,2,92,4339,2017,"Sunday, June 11, 2017",810,1,"MOWA",0
"1840",33,2,92,4481,2017,"Thursday, June 22, 2017",510,2,"MOWA",0
"1841",33,3,93,737,1999,"Friday, June 18, 1999",653,2,"MOWA",0
"1842",33,3,93,738,1998,"Tuesday, June 16, 1998",741,1,"MOWA",0
"1843",33,3,93,739,2001,"Thursday, June 07, 2001",621,1,"MOWA",0
"1844",33,3,93,740,2000,"Wednesday, June 07, 2000",711,1,"MOWA",0
"1845",33,3,93,741,2001,"Friday, June 15, 2001",737,2,"MOWA",0
"1846",33,3,93,742,1999,"Saturday, June 12, 1999",607,1,"MOWA",0
"1847",33,3,93,743,1998,"Friday, June 26, 1998",514,2,"MOWA",0
"1848",33,3,93,744,2000,"Thursday, June 15, 2000",742,2,"MOWA",0
"1849",33,3,93,1486,2002,"Saturday, June 08, 2002",527,1,"MOWA",0
"1850",33,3,93,1665,2002,"Saturday, June 15, 2002",754,2,"MOWA",0
"1851",33,3,93,2217,2005,"Saturday, June 11, 2005",804,1,"MOWA",0
"1852",33,3,93,2419,2005,"Monday, June 27, 2005",654,2,"MOWA",0
"1853",33,3,93,2903,2008,"Thursday, June 19, 2008",744,2,"MOWA",0
"1854",33,3,93,3083,2008,"Thursday, June 05, 2008",607,1,"MOWA",0
"1855",33,3,93,3228,2011,"Saturday, June 11, 2011",806,1,"MOWA",0
"1856",33,3,93,3602,2011,"Friday, June 24, 2011",512,2,"MOWA",0
"1857",33,3,93,3989,2014,"Thursday, June 19, 2014",715,2,"MOWA",0
"1858",33,3,93,4071,2014,"Tuesday, June 10, 2014",723,1,"MOWA",0
"1859",33,3,93,4340,2017,"Sunday, June 11, 2017",852,1,"MOWA",0
"1860",33,3,93,4479,2017,"Thursday, June 22, 2017",533,2,"MOWA",0
"1861",34,1,94,745,2000,"Monday, June 12, 2000",405,1,"MOWA",0
"1862",34,1,94,746,2001,"Friday, June 08, 2001",641,1,"MOWA",0
"1863",34,1,94,747,2001,"Wednesday, June 20, 2001",628,2,"MOWA",0
"1864",34,1,94,748,2000,"Tuesday, June 20, 2000",544,2,"MOWA",0
"1865",34,1,94,749,1999,"Tuesday, June 22, 1999",534,2,"MOWA",0
"1866",34,1,94,750,1999,"Monday, June 14, 1999",549,1,"MOWA",0
"1867",34,1,94,751,1998,"Sunday, June 14, 1998",549,1,"MOWA",0
"1868",34,1,94,752,1998,"Monday, June 29, 1998",536,2,"MOWA",0
"1869",34,1,94,1600,2002,"Wednesday, June 12, 2002",612,1,"MOWA",0
"1870",34,1,94,1813,2002,"Friday, June 21, 2002",555,2,"MOWA",0
"1871",34,1,94,2219,2005,"Wednesday, June 08, 2005",633,1,"MOWA",0
"1872",34,1,94,2420,2005,"Sunday, June 19, 2005",508,2,"MOWA",0
"1873",34,1,94,2659,2008,"Friday, June 06, 2008",458,1,"MOWA",0
"1874",34,1,94,2904,2008,"Tuesday, June 17, 2008",503,2,"MOWA",0
"1875",34,1,94,3355,2011,"Thursday, June 23, 2011",504,2,"MOWA",0
"1876",34,1,94,3512,2011,"Tuesday, June 14, 2011",634,1,"MOWA",0
"1877",34,1,94,3777,2014,"Monday, June 09, 2014",516,1,"MOWA",0
"1878",34,1,94,4159,2014,"Tuesday, June 17, 2014",504,2,"MOWA",0
"1879",34,1,94,4341,2017,"Monday, June 05, 2017",454,1,"MOWA",0
"1880",34,1,94,4482,2017,"Friday, June 16, 2017",637,2,"MOWA",0
"1881",34,2,95,753,2000,"Monday, June 12, 2000",428,1,"MOWA",0
"1882",34,2,95,754,2001,"Friday, June 08, 2001",704,1,"MOWA",0
"1883",34,2,95,755,2001,"Wednesday, June 20, 2001",650,2,"MOWA",0
"1884",34,2,95,756,2000,"Tuesday, June 20, 2000",604,2,"MOWA",0
"1885",34,2,95,757,1999,"Monday, June 14, 1999",612,1,"MOWA",1
"1886",34,2,95,758,1998,"Sunday, June 14, 1998",611,1,"MOWA",0
"1887",34,2,95,759,1998,"Monday, June 29, 1998",556,2,"MOWA",0
"1888",34,2,95,760,1999,"Tuesday, June 22, 1999",553,2,"MOWA",0
"1889",34,2,95,1601,2002,"Wednesday, June 12, 2002",632,1,"MOWA",0
"1890",34,2,95,1814,2002,"Friday, June 21, 2002",614,2,"MOWA",0
"1891",34,2,95,2220,2005,"Wednesday, June 08, 2005",653,1,"MOWA",0
"1892",34,2,95,2421,2005,"Sunday, June 19, 2005",526,2,"MOWA",0
"1893",34,2,95,2660,2008,"Friday, June 06, 2008",525,1,"MOWA",0
"1894",34,2,95,2905,2008,"Tuesday, June 17, 2008",529,2,"MOWA",0
"1895",34,2,95,3356,2011,"Thursday, June 23, 2011",524,2,"MOWA",0
"1896",34,2,95,3513,2011,"Tuesday, June 14, 2011",654,1,"MOWA",0
"1897",34,2,95,3778,2014,"Monday, June 09, 2014",539,1,"MOWA",0
"1898",34,2,95,4160,2014,"Tuesday, June 17, 2014",534,2,"MOWA",0
"1899",34,2,95,4342,2017,"Monday, June 05, 2017",530,1,"MOWA",0
"1900",34,2,95,4483,2017,"Saturday, June 17, 2017",514,2,"MOWA",0
"1901",34,3,96,761,1999,"Tuesday, June 22, 1999",613,2,"MOWA",0
"1902",34,3,96,762,2001,"Friday, June 08, 2001",727,1,"MOWA",0
"1903",34,3,96,763,2000,"Monday, June 12, 2000",448,1,"MOWA",0
"1904",34,3,96,764,2001,"Wednesday, June 20, 2001",711,2,"MOWA",0
"1905",34,3,96,765,1999,"Monday, June 14, 1999",635,1,"MOWA",0
"1906",34,3,96,766,1998,"Monday, June 29, 1998",617,2,"MOWA",0
"1907",34,3,96,767,1998,"Sunday, June 14, 1998",644,1,"MOWA",0
"1908",34,3,96,768,2000,"Tuesday, June 20, 2000",623,2,"MOWA",0
"1909",34,3,96,1602,2002,"Wednesday, June 12, 2002",655,1,"MOWA",0
"1910",34,3,96,1815,2002,"Friday, June 21, 2002",633,2,"MOWA",0
"1911",34,3,96,2422,2005,"Monday, June 27, 2005",543,2,"MOWA",0
"1912",34,3,96,2567,2005,"Wednesday, June 08, 2005",713,1,"MOWA",0
"1913",34,3,96,2661,2008,"Friday, June 06, 2008",553,1,"MOWA",0
"1914",34,3,96,2906,2008,"Tuesday, June 17, 2008",559,2,"MOWA",0
"1915",34,3,96,3357,2011,"Thursday, June 23, 2011",543,2,"MOWA",0
"1916",34,3,96,3514,2011,"Tuesday, June 14, 2011",717,1,"MOWA",0
"1917",34,3,96,3779,2014,"Monday, June 09, 2014",605,1,"MOWA",0
"1918",34,3,96,4161,2014,"Tuesday, June 17, 2014",601,2,"MOWA",0
"1919",34,3,96,4343,2017,"Monday, June 05, 2017",600,1,"MOWA",0
"1920",34,3,96,4484,2017,"Saturday, June 17, 2017",609,2,"MOWA",0
"1921",35,1,97,769,2000,"Monday, June 12, 2000",521,1,"MOWA",0
"1922",35,1,97,770,2001,"Wednesday, June 20, 2001",739,2,"MOWA",0
"1923",35,1,97,771,2001,"Friday, June 08, 2001",755,1,"MOWA",0
"1924",35,1,97,772,2000,"Tuesday, June 20, 2000",650,2,"MOWA",0
"1925",35,1,97,773,1999,"Tuesday, June 22, 1999",638,2,"MOWA",0
"1926",35,1,97,774,1999,"Monday, June 14, 1999",703,1,"MOWA",0
"1927",35,1,97,775,1998,"Sunday, June 14, 1998",709,1,"MOWA",0
"1928",35,1,97,776,1998,"Monday, June 29, 1998",641,2,"MOWA",0
"1929",35,1,97,1597,2002,"Wednesday, June 12, 2002",719,1,"MOWA",0
"1930",35,1,97,1810,2002,"Friday, June 21, 2002",657,2,"MOWA",0
"1931",35,1,97,2221,2005,"Thursday, June 09, 2005",640,1,"MOWA",0
"1932",35,1,97,2423,2005,"Sunday, June 19, 2005",606,2,"MOWA",0
"1933",35,1,97,2662,2008,"Friday, June 06, 2008",623,1,"MOWA",0
"1934",35,1,97,2907,2008,"Tuesday, June 17, 2008",633,2,"MOWA",0
"1935",35,1,97,3358,2011,"Thursday, June 23, 2011",617,2,"MOWA",0
"1936",35,1,97,3515,2011,"Tuesday, June 14, 2011",746,1,"MOWA",0
"1937",35,1,97,3780,2014,"Monday, June 09, 2014",644,1,"MOWA",0
"1938",35,1,97,4162,2014,"Tuesday, June 17, 2014",631,2,"MOWA",0
"1939",35,1,97,4344,2017,"Monday, June 05, 2017",649,1,"MOWA",0
"1940",35,1,97,4513,2017,"Saturday, June 17, 2017",700,2,"MOWA",0
"1941",35,2,98,777,1999,"Tuesday, June 22, 1999",703,2,"MOWA",0
"1942",35,2,98,778,2001,"Friday, June 08, 2001",822,1,"MOWA",0
"1943",35,2,98,779,2001,"Wednesday, June 20, 2001",802,2,"MOWA",0
"1944",35,2,98,780,2000,"Monday, June 12, 2000",557,1,"MOWA",0
"1945",35,2,98,781,1998,"Monday, June 29, 1998",704,2,"MOWA",0
"1946",35,2,98,782,1998,"Sunday, June 14, 1998",731,1,"MOWA",0
"1947",35,2,98,783,2000,"Tuesday, June 20, 2000",712,2,"MOWA",0
"1948",35,2,98,784,1999,"Monday, June 14, 1999",725,1,"MOWA",0
"1949",35,2,98,1598,2002,"Wednesday, June 12, 2002",741,1,"MOWA",0
"1950",35,2,98,1811,2002,"Friday, June 21, 2002",715,2,"MOWA",0
"1951",35,2,98,2222,2005,"Thursday, June 09, 2005",704,1,"MOWA",0
"1952",35,2,98,2424,2005,"Sunday, June 19, 2005",628,2,"MOWA",0
"1953",35,2,98,2663,2008,"Friday, June 06, 2008",650,1,"MOWA",0
"1954",35,2,98,2908,2008,"Tuesday, June 17, 2008",651,2,"MOWA",0
"1955",35,2,98,3359,2011,"Thursday, June 23, 2011",636,2,"MOWA",0
"1956",35,2,98,3516,2011,"Tuesday, June 14, 2011",809,1,"MOWA",0
"1957",35,2,98,3781,2014,"Monday, June 09, 2014",714,1,"MOWA",0
"1958",35,2,98,4163,2014,"Tuesday, June 17, 2014",658,2,"MOWA",0
"1959",35,2,98,4345,2017,"Monday, June 05, 2017",741,1,"MOWA",0
"1960",35,2,98,4514,2017,"Saturday, June 17, 2017",736,2,"MOWA",0
"1961",35,3,99,785,1999,"Tuesday, June 22, 1999",726,2,"MOWA",0
"1962",35,3,99,786,2001,"Friday, June 08, 2001",848,1,"MOWA",0
"1963",35,3,99,787,2000,"Monday, June 12, 2000",621,1,"MOWA",0
"1964",35,3,99,788,2001,"Wednesday, June 20, 2001",822,2,"MOWA",0
"1965",35,3,99,789,1999,"Monday, June 14, 1999",746,1,"MOWA",0
"1966",35,3,99,790,1998,"Monday, June 29, 1998",725,2,"MOWA",0
"1967",35,3,99,791,1998,"Sunday, June 14, 1998",754,1,"MOWA",0
"1968",35,3,99,792,2000,"Tuesday, June 20, 2000",745,2,"MOWA",0
"1969",35,3,99,1599,2002,"Wednesday, June 12, 2002",803,1,"MOWA",0
"1970",35,3,99,1812,2002,"Friday, June 21, 2002",734,2,"MOWA",0
"1971",35,3,99,2223,2005,"Thursday, June 09, 2005",724,1,"MOWA",0
"1972",35,3,99,2425,2005,"Sunday, June 19, 2005",647,2,"MOWA",0
"1973",35,3,99,2664,2008,"Friday, June 06, 2008",720,1,"MOWA",0
"1974",35,3,99,2909,2008,"Tuesday, June 17, 2008",723,2,"MOWA",0
"1975",35,3,99,3360,2011,"Thursday, June 23, 2011",657,2,"MOWA",0
"1976",35,3,99,3517,2011,"Tuesday, June 14, 2011",830,1,"MOWA",0
"1977",35,3,99,3782,2014,"Monday, June 09, 2014",746,1,"MOWA",0
"1978",35,3,99,4164,2014,"Tuesday, June 17, 2014",728,2,"MOWA",0
"1979",35,3,99,4346,2017,"Monday, June 05, 2017",823,1,"MOWA",0
"1980",35,3,99,4516,2017,"Saturday, June 17, 2017",820,2,"MOWA",0
"1981",36,1,100,793,2000,"Monday, June 12, 2000",609,1,"MOWA",0
"1982",36,1,100,794,2001,"Saturday, June 09, 2001",607,1,"MOWA",0
"1983",36,1,100,795,2001,"Wednesday, June 20, 2001",506,2,"MOWA",0
"1984",36,1,100,796,2000,"Monday, June 19, 2000",425,2,"MOWA",0
"1985",36,1,100,797,1999,"Saturday, June 19, 1999",527,2,"MOWA",0
"1986",36,1,100,798,1999,"Tuesday, June 08, 1999",628,1,"MOWA",0
"1987",36,1,100,799,1998,"Thursday, June 18, 1998",445,1,"MOWA",0
"1988",36,1,100,800,1998,"Sunday, June 21, 1998",617,2,"MOWA",0
"1989",36,1,100,1519,2002,"Sunday, June 09, 2002",539,1,"MOWA",0
"1990",36,1,100,1816,2002,"Friday, June 21, 2002",557,2,"MOWA",0
"1991",36,1,100,2226,2005,"Friday, June 10, 2005",516,1,"MOWA",0
"1992",36,1,100,2426,2005,"Monday, June 20, 2005",602,2,"MOWA",0
"1993",36,1,100,2665,2008,"Friday, June 13, 2008",458,1,"MOWA",0
"1994",36,1,100,2912,2008,"Friday, June 20, 2008",507,2,"MOWA",1
"1995",36,1,100,3382,2011,"Saturday, June 25, 2011",701,2,"MOWA",0
"1996",36,1,100,3518,2011,"Tuesday, June 14, 2011",504,1,"MOWA",0
"1997",36,1,100,3954,2014,"Tuesday, June 17, 2014",451,2,"MOWA",0
"1998",36,1,100,4143,2014,"Sunday, June 08, 2014",510,1,"MOWA",0
"1999",36,1,100,4347,2017,"Thursday, June 08, 2017",500,1,"MOWA",0
"2000",36,1,100,4517,2017,"Monday, June 19, 2017",446,2,"MOWA",0
"2001",36,2,101,801,2000,"Monday, June 19, 2000",449,2,"MOWA",0
"2002",36,2,101,802,1999,"Tuesday, June 08, 1999",602,1,"MOWA",0
"2003",36,2,101,803,2001,"Wednesday, June 20, 2001",530,2,"MOWA",0
"2004",36,2,101,804,2001,"Saturday, June 09, 2001",629,1,"MOWA",0
"2005",36,2,101,805,1999,"Saturday, June 19, 1999",549,2,"MOWA",0
"2006",36,2,101,806,1998,"Thursday, June 18, 1998",511,1,"MOWA",0
"2007",36,2,101,807,1998,"Sunday, June 21, 1998",553,2,"MOWA",0
"2008",36,2,101,808,2000,"Monday, June 12, 2000",627,1,"MOWA",0
"2009",36,2,101,1520,2002,"Sunday, June 09, 2002",601,1,"MOWA",0
"2010",36,2,101,1817,2002,"Friday, June 21, 2002",616,2,"MOWA",0
"2011",36,2,101,2227,2005,"Friday, June 10, 2005",538,1,"MOWA",0
"2012",36,2,101,2427,2005,"Monday, June 20, 2005",621,2,"MOWA",0
"2013",36,2,101,2666,2008,"Friday, June 13, 2008",513,1,"MOWA",0
"2014",36,2,101,2911,2008,"Friday, June 20, 2008",530,2,"MOWA",0
"2015",36,2,101,3383,2011,"Saturday, June 25, 2011",642,2,"MOWA",0
"2016",36,2,101,3519,2011,"Tuesday, June 14, 2011",530,1,"MOWA",0
"2017",36,2,101,3955,2014,"Tuesday, June 17, 2014",529,2,"MOWA",0
"2018",36,2,101,4144,2014,"Sunday, June 08, 2014",541,1,"MOWA",0
"2019",36,2,101,4348,2017,"Thursday, June 08, 2017",528,1,"MOWA",0
"2020",36,2,101,4519,2017,"Monday, June 19, 2017",519,2,"MOWA",0
"2021",36,3,102,809,1999,"Saturday, June 19, 1999",614,2,"MOWA",0
"2022",36,3,102,810,2001,"Saturday, June 09, 2001",652,1,"MOWA",0
"2023",36,3,102,811,2000,"Monday, June 12, 2000",645,1,"MOWA",0
"2024",36,3,102,812,2001,"Wednesday, June 20, 2001",554,2,"MOWA",0
"2025",36,3,102,813,1999,"Tuesday, June 08, 1999",538,1,"MOWA",0
"2026",36,3,102,814,1998,"Sunday, June 21, 1998",530,2,"MOWA",0
"2027",36,3,102,815,1998,"Thursday, June 18, 1998",540,1,"MOWA",0
"2028",36,3,102,816,2000,"Monday, June 19, 2000",703,2,"MOWA",0
"2029",36,3,102,1521,2002,"Sunday, June 09, 2002",622,1,"MOWA",0
"2030",36,3,102,1818,2002,"Friday, June 21, 2002",635,2,"MOWA",0
"2031",36,3,102,2228,2005,"Friday, June 10, 2005",554,1,"MOWA",0
"2032",36,3,102,2428,2005,"Monday, June 20, 2005",641,2,"MOWA",0
"2033",36,3,102,2667,2008,"Friday, June 13, 2008",534,1,"MOWA",0
"2034",36,3,102,2910,2008,"Friday, June 20, 2008",607,2,"MOWA",1
"2035",36,3,102,3384,2011,"Saturday, June 25, 2011",622,2,"MOWA",0
"2036",36,3,102,3520,2011,"Tuesday, June 14, 2011",555,1,"MOWA",0
"2037",36,3,102,3956,2014,"Tuesday, June 17, 2014",558,2,"MOWA",0
"2038",36,3,102,4145,2014,"Sunday, June 08, 2014",605,1,"MOWA",0
"2039",36,3,102,4349,2017,"Thursday, June 08, 2017",556,1,"MOWA",0
"2040",36,3,102,4521,2017,"Monday, June 19, 2017",805,2,"MOWA",0
"2041",37,1,103,817,2000,"Wednesday, June 07, 2000",440,1,"MOWA",0
"2042",37,1,103,818,2001,"Friday, June 15, 2001",648,2,"MOWA",0
"2043",37,1,103,819,2001,"Thursday, June 07, 2001",505,1,"MOWA",0
"2044",37,1,103,820,2000,"Thursday, June 15, 2000",431,2,"MOWA",0
"2045",37,1,103,821,1999,"Thursday, June 17, 1999",555,2,"MOWA",0
"2046",37,1,103,822,1999,"Friday, June 11, 1999",423,1,"MOWA",0
"2047",37,1,103,823,1998,"Tuesday, June 16, 1998",617,1,"MOWA",0
"2048",37,1,103,824,1998,"Friday, June 26, 1998",414,2,"MOWA",0
"2049",37,1,103,1492,2002,"Saturday, June 08, 2002",719,1,"MOWA",0
"2050",37,1,103,1673,2002,"Saturday, June 15, 2002",519,2,"MOWA",0
"2051",37,1,103,2229,2005,"Sunday, June 05, 2005",538,1,"MOWA",0
"2052",37,1,103,2429,2005,"Monday, June 20, 2005",820,2,"MOWA",0
"2053",37,1,103,2668,2008,"Thursday, June 12, 2008",533,1,"MOWA",0
"2054",37,1,103,2913,2008,"Saturday, June 21, 2008",510,2,"MOWA",0
"2055",37,1,103,3401,2011,"Monday, June 27, 2011",521,2,"MOWA",0
"2056",37,1,103,3481,2011,"Saturday, June 11, 2011",545,1,"MOWA",0
"2057",37,1,103,4040,2014,"Sunday, June 22, 2014",524,2,"MOWA",0
"2058",37,1,103,4150,2014,"Wednesday, June 11, 2014",529,1,"MOWA",0
"2059",37,1,103,4350,2017,"Saturday, June 10, 2017",538,1,"MOWA",0
"2060",37,1,103,4524,2017,"Friday, June 23, 2017",518,2,"MOWA",0
"2061",37,2,104,825,2000,"Wednesday, June 07, 2000",500,1,"MOWA",0
"2062",37,2,104,826,1999,"Thursday, June 17, 1999",652,2,"MOWA",0
"2063",37,2,104,827,2001,"Friday, June 15, 2001",707,2,"MOWA",0
"2064",37,2,104,828,2001,"Thursday, June 07, 2001",527,1,"MOWA",0
"2065",37,2,104,829,1998,"Tuesday, June 16, 1998",707,1,"MOWA",0
"2066",37,2,104,830,1999,"Friday, June 11, 1999",446,1,"MOWA",0
"2067",37,2,104,831,1998,"Friday, June 26, 1998",439,2,"MOWA",0
"2068",37,2,104,832,2000,"Thursday, June 15, 2000",451,2,"MOWA",0
"2069",37,2,104,1493,2002,"Saturday, June 08, 2002",743,1,"MOWA",0
"2070",37,2,104,1672,2002,"Saturday, June 15, 2002",459,2,"MOWA",0
"2071",37,2,104,2061,2005,"Sunday, June 05, 2005",515,1,"MOWA",0
"2072",37,2,104,2430,2005,"Monday, June 20, 2005",838,2,"MOWA",0
"2073",37,2,104,2670,2008,"Thursday, June 12, 2008",512,1,"MOWA",0
"2074",37,2,104,2914,2008,"Saturday, June 21, 2008",449,2,"MOWA",0
"2075",37,2,104,3400,2011,"Monday, June 27, 2011",500,2,"MOWA",0
"2076",37,2,104,3482,2011,"Saturday, June 11, 2011",513,1,"MOWA",0
"2077",37,2,104,4041,2014,"Sunday, June 22, 2014",503,2,"MOWA",0
"2078",37,2,104,4151,2014,"Wednesday, June 11, 2014",503,1,"MOWA",0
"2079",37,2,104,4351,2017,"Saturday, June 10, 2017",450,1,"MOWA",0
"2080",37,2,104,4522,2017,"Friday, June 23, 2017",449,2,"MOWA",0
"2081",37,3,105,833,2001,"Friday, June 15, 2001",628,2,"MOWA",0
"2082",37,3,105,834,1998,"Tuesday, June 16, 1998",637,1,"MOWA",0
"2083",37,3,105,835,1998,"Friday, June 26, 1998",511,2,"MOWA",0
"2084",37,3,105,836,1999,"Friday, June 11, 1999",517,1,"MOWA",0
"2085",37,3,105,837,1999,"Thursday, June 17, 1999",624,2,"MOWA",0
"2086",37,3,105,838,2000,"Wednesday, June 07, 2000",538,1,"MOWA",0
"2087",37,3,105,839,2000,"Thursday, June 15, 2000",513,2,"MOWA",0
"2088",37,3,105,840,2001,"Thursday, June 07, 2001",557,1,"MOWA",0
"2089",37,3,105,1491,2002,"Saturday, June 08, 2002",655,1,"MOWA",0
"2090",37,3,105,1674,2002,"Saturday, June 15, 2002",540,2,"MOWA",0
"2091",37,3,105,2230,2005,"Sunday, June 05, 2005",558,1,"MOWA",0
"2092",37,3,105,2431,2005,"Monday, June 20, 2005",801,2,"MOWA",0
"2093",37,3,105,2669,2008,"Thursday, June 12, 2008",555,1,"MOWA",0
"2094",37,3,105,2915,2008,"Saturday, June 21, 2008",532,2,"MOWA",0
"2095",37,3,105,3402,2011,"Monday, June 27, 2011",536,2,"MOWA",0
"2096",37,3,105,3483,2011,"Saturday, June 11, 2011",612,1,"MOWA",0
"2097",37,3,105,4042,2014,"Sunday, June 22, 2014",545,2,"MOWA",0
"2098",37,3,105,4152,2014,"Wednesday, June 11, 2014",554,1,"MOWA",0
"2099",37,3,105,4352,2017,"Saturday, June 10, 2017",609,1,"MOWA",0
"2100",37,3,105,4525,2017,"Friday, June 23, 2017",554,2,"MOWA",0
"2101",38,1,106,841,2001,"Thursday, June 07, 2001",643,1,"MOWA",0
"2102",38,1,106,842,2000,"Thursday, June 15, 2000",558,2,"MOWA",0
"2103",38,1,106,843,2000,"Wednesday, June 07, 2000",620,1,"MOWA",0
"2104",38,1,106,844,1999,"Thursday, June 17, 1999",420,2,"MOWA",0
"2105",38,1,106,845,1999,"Friday, June 11, 1999",600,1,"MOWA",0
